DOID:0000000,DOID:7,-0.640000
DOID:0000000,DOID:77,-0.800000
DOID:0000405,DOID:1287,-0.640000
DOID:0000405,DOID:178,-0.800000
DOID:0000405,DOID:7,-0.512000
DOID:0001816,DOID:0050687,-0.640000
DOID:0001816,DOID:1115,-0.800000
DOID:0001816,DOID:14566,-0.409600
DOID:0001816,DOID:162,-0.512000
DOID:0002116,DOID:0050155,-0.409600
DOID:0002116,DOID:10124,-0.800000
DOID:0002116,DOID:1492,-0.512000
DOID:0002116,DOID:5614,-0.640000
DOID:0002116,DOID:7,-0.262144
DOID:0002116,DOID:863,-0.327680
DOID:0050004,DOID:10400,-0.800000
DOID:0050004,DOID:15,-0.409600
DOID:0050004,DOID:48,-0.512000
DOID:0050004,DOID:7,-0.327680
DOID:0050004,DOID:9365,-0.640000
DOID:0050012,DOID:0050117,-0.640000
DOID:0050012,DOID:934,-0.800000
DOID:0050013,DOID:0014667,-0.640000
DOID:0050013,DOID:0060158,-0.800000
DOID:0050025,DOID:0050117,-0.409600
DOID:0050025,DOID:0050338,-0.640000
DOID:0050025,DOID:10242,-0.800000
DOID:0050025,DOID:104,-0.512000
DOID:0050026,DOID:0050117,-0.409600
DOID:0050026,DOID:0050338,-0.640000
DOID:0050026,DOID:10242,-0.800000
DOID:0050026,DOID:104,-0.512000
DOID:0050032,DOID:0014667,-0.640000
DOID:0050032,DOID:0060158,-0.800000
DOID:0050035,DOID:0050117,-0.409600
DOID:0050035,DOID:0050338,-0.640000
DOID:0050035,DOID:104,-0.512000
DOID:0050035,DOID:11104,-0.800000
DOID:0050041,DOID:0050117,-0.409600
DOID:0050041,DOID:0050338,-0.640000
DOID:0050041,DOID:104,-0.512000
DOID:0050041,DOID:11104,-0.800000
DOID:0050042,DOID:0050117,-0.409600
DOID:0050042,DOID:0050338,-0.640000
DOID:0050042,DOID:104,-0.512000
DOID:0050042,DOID:11104,-0.800000
DOID:0050043,DOID:0050117,-0.409600
DOID:0050043,DOID:0050338,-0.640000
DOID:0050043,DOID:104,-0.512000
DOID:0050043,DOID:11104,-0.800000
DOID:0050046,DOID:0050117,-0.409600
DOID:0050046,DOID:0050338,-0.640000
DOID:0050046,DOID:104,-0.512000
DOID:0050046,DOID:11104,-0.800000
DOID:0050047,DOID:0050117,-0.409600
DOID:0050047,DOID:0050338,-0.640000
DOID:0050047,DOID:104,-0.512000
DOID:0050047,DOID:11104,-0.800000
DOID:0050050,DOID:0050117,-0.409600
DOID:0050050,DOID:0050338,-0.640000
DOID:0050050,DOID:104,-0.512000
DOID:0050050,DOID:11104,-0.800000
DOID:0050051,DOID:0050117,-0.409600
DOID:0050051,DOID:0050338,-0.640000
DOID:0050051,DOID:104,-0.512000
DOID:0050051,DOID:11104,-0.800000
DOID:0050052,DOID:0050117,-0.409600
DOID:0050052,DOID:0050338,-0.640000
DOID:0050052,DOID:104,-0.512000
DOID:0050052,DOID:11104,-0.800000
DOID:0050059,DOID:0050117,-0.327680
DOID:0050059,DOID:0050338,-0.512000
DOID:0050059,DOID:104,-0.409600
DOID:0050059,DOID:13386,-0.800000
DOID:0050059,DOID:7427,-0.640000
DOID:0050061,DOID:0050117,-0.512000
DOID:0050061,DOID:0050338,-0.800000
DOID:0050061,DOID:104,-0.640000
DOID:0050068,DOID:0050117,-0.327680
DOID:0050068,DOID:0050338,-0.512000
DOID:0050068,DOID:104,-0.409600
DOID:0050068,DOID:10773,-0.800000
DOID:0050068,DOID:3482,-0.640000
DOID:0050072,DOID:0050117,-0.409600
DOID:0050072,DOID:0050136,-0.640000
DOID:0050072,DOID:0050292,-0.800000
DOID:0050072,DOID:1564,-0.512000
DOID:0050073,DOID:0050117,-0.327680
DOID:0050073,DOID:0050136,-0.512000
DOID:0050073,DOID:13564,-0.800000
DOID:0050073,DOID:1564,-0.409600
DOID:0050073,DOID:2473,-0.640000
DOID:0050083,DOID:0014667,-0.409600
DOID:0050083,DOID:0060158,-0.512000
DOID:0050083,DOID:374,-0.640000
DOID:0050083,DOID:5113,-0.800000
DOID:0050084,DOID:1579,-0.640000
DOID:0050084,DOID:7,-0.512000
DOID:0050084,DOID:974,-0.800000
DOID:0050096,DOID:0050117,-0.409600
DOID:0050096,DOID:0050134,-0.640000
DOID:0050096,DOID:1564,-0.512000
DOID:0050096,DOID:8913,-0.800000
DOID:0050097,DOID:0050117,-0.327680
DOID:0050097,DOID:0050134,-0.512000
DOID:0050097,DOID:1564,-0.409600
DOID:0050097,DOID:4337,-0.800000
DOID:0050097,DOID:8913,-0.640000
DOID:0050105,DOID:0050117,-0.327680
DOID:0050105,DOID:0050134,-0.512000
DOID:0050105,DOID:1564,-0.409600
DOID:0050105,DOID:4337,-0.800000
DOID:0050105,DOID:8913,-0.640000
DOID:0050116,DOID:0050117,-0.327680
DOID:0050116,DOID:0050134,-0.512000
DOID:0050116,DOID:12179,-0.800000
DOID:0050116,DOID:1564,-0.409600
DOID:0050116,DOID:8913,-0.640000
DOID:0050118,DOID:0050117,-0.640000
DOID:0050118,DOID:934,-0.800000
DOID:0050120,DOID:2914,-0.640000
DOID:0050120,DOID:7,-0.512000
DOID:0050120,DOID:75,-0.800000
DOID:0050125,DOID:0050117,-0.512000
DOID:0050125,DOID:12205,-0.800000
DOID:0050125,DOID:934,-0.640000
DOID:0050127,DOID:1352,-0.800000
DOID:0050127,DOID:1579,-0.409600
DOID:0050127,DOID:2825,-0.640000
DOID:0050127,DOID:7,-0.327680
DOID:0050127,DOID:974,-0.512000
DOID:0050129,DOID:13250,-0.800000
DOID:0050129,DOID:7,-0.512000
DOID:0050129,DOID:77,-0.640000
DOID:0050130,DOID:13250,-0.800000
DOID:0050130,DOID:7,-0.512000
DOID:0050130,DOID:77,-0.640000
DOID:0050131,DOID:13250,-0.800000
DOID:0050131,DOID:7,-0.512000
DOID:0050131,DOID:77,-0.640000
DOID:0050132,DOID:13250,-0.800000
DOID:0050132,DOID:7,-0.512000
DOID:0050132,DOID:77,-0.640000
DOID:0050133,DOID:0050117,-0.640000
DOID:0050133,DOID:1564,-0.800000
DOID:0050134,DOID:0050117,-0.640000
DOID:0050134,DOID:1564,-0.800000
DOID:0050135,DOID:0050117,-0.640000
DOID:0050135,DOID:1564,-0.800000
DOID:0050136,DOID:0050117,-0.640000
DOID:0050136,DOID:1564,-0.800000
DOID:0050138,DOID:2914,-0.409600
DOID:0050138,DOID:4976,-0.800000
DOID:0050138,DOID:4977,-0.640000
DOID:0050138,DOID:7,-0.327680
DOID:0050138,DOID:75,-0.512000
DOID:0050140,DOID:13250,-0.800000
DOID:0050140,DOID:7,-0.512000
DOID:0050140,DOID:77,-0.640000
DOID:0050141,DOID:0050117,-0.409600
DOID:0050141,DOID:0050338,-0.640000
DOID:0050141,DOID:104,-0.512000
DOID:0050141,DOID:11976,-0.800000
DOID:0050143,DOID:0050117,-0.512000
DOID:0050143,DOID:12205,-0.800000
DOID:0050143,DOID:934,-0.640000
DOID:0050145,DOID:1579,-0.640000
DOID:0050145,DOID:7,-0.512000
DOID:0050145,DOID:974,-0.800000
DOID:0050147,DOID:0050155,-0.409600
DOID:0050147,DOID:2742,-0.512000
DOID:0050147,DOID:379,-0.640000
DOID:0050147,DOID:7,-0.262144
DOID:0050147,DOID:863,-0.327680
DOID:0050147,DOID:9463,-0.800000
DOID:0050148,DOID:1579,-0.640000
DOID:0050148,DOID:7,-0.512000
DOID:0050148,DOID:974,-0.800000
DOID:0050150,DOID:0050117,-0.409600
DOID:0050150,DOID:0050338,-0.640000
DOID:0050150,DOID:104,-0.512000
DOID:0050150,DOID:10458,-0.800000
DOID:0050152,DOID:0050161,-0.409600
DOID:0050152,DOID:1579,-0.327680
DOID:0050152,DOID:552,-0.640000
DOID:0050152,DOID:7,-0.262144
DOID:0050152,DOID:850,-0.512000
DOID:0050152,DOID:874,-0.800000
DOID:0050153,DOID:0050117,-0.327680
DOID:0050153,DOID:0050136,-0.512000
DOID:0050153,DOID:13564,-0.800000
DOID:0050153,DOID:1564,-0.409600
DOID:0050153,DOID:2473,-0.640000
DOID:0050155,DOID:7,-0.640000
DOID:0050155,DOID:863,-0.800000
DOID:0050156,DOID:0050161,-0.409600
DOID:0050156,DOID:1579,-0.327680
DOID:0050156,DOID:2797,-0.800000
DOID:0050156,DOID:552,-0.640000
DOID:0050156,DOID:7,-0.262144
DOID:0050156,DOID:850,-0.512000
DOID:0050157,DOID:0050161,-0.409600
DOID:0050157,DOID:1579,-0.327680
DOID:0050157,DOID:2797,-0.800000
DOID:0050157,DOID:552,-0.640000
DOID:0050157,DOID:7,-0.262144
DOID:0050157,DOID:850,-0.512000
DOID:0050158,DOID:0050161,-0.409600
DOID:0050158,DOID:1579,-0.327680
DOID:0050158,DOID:2797,-0.800000
DOID:0050158,DOID:552,-0.640000
DOID:0050158,DOID:7,-0.262144
DOID:0050158,DOID:850,-0.512000
DOID:0050159,DOID:0050161,-0.409600
DOID:0050159,DOID:1579,-0.327680
DOID:0050159,DOID:2797,-0.800000
DOID:0050159,DOID:552,-0.640000
DOID:0050159,DOID:7,-0.262144
DOID:0050159,DOID:850,-0.512000
DOID:0050160,DOID:0050117,-0.409600
DOID:0050160,DOID:0050338,-0.640000
DOID:0050160,DOID:104,-0.512000
DOID:0050160,DOID:7427,-0.800000
DOID:0050161,DOID:1579,-0.800000
DOID:0050161,DOID:7,-0.640000
DOID:0050166,DOID:0050117,-0.262144
DOID:0050166,DOID:0050338,-0.409600
DOID:0050166,DOID:0050598,-0.640000
DOID:0050166,DOID:104,-0.327680
DOID:0050166,DOID:2149,-0.800000
DOID:0050166,DOID:399,-0.512000
DOID:0050167,DOID:0060005,-0.640000
DOID:0050167,DOID:0060056,-0.409600
DOID:0050167,DOID:14040,-0.800000
DOID:0050167,DOID:2914,-0.327680
DOID:0050167,DOID:417,-0.512000
DOID:0050167,DOID:7,-0.262144
DOID:0050168,DOID:0060005,-0.640000
DOID:0050168,DOID:0060056,-0.409600
DOID:0050168,DOID:14040,-0.800000
DOID:0050168,DOID:2914,-0.327680
DOID:0050168,DOID:417,-0.512000
DOID:0050168,DOID:7,-0.262144
DOID:0050169,DOID:0060056,-0.262144
DOID:0050169,DOID:16,-0.640000
DOID:0050169,DOID:2914,-0.209715
DOID:0050169,DOID:37,-0.800000
DOID:0050169,DOID:417,-0.327680
DOID:0050169,DOID:7,-0.512000
DOID:0050169,DOID:8857,-0.409600
DOID:0050174,DOID:0050117,-0.512000
DOID:0050174,DOID:2365,-0.800000
DOID:0050174,DOID:934,-0.640000
DOID:0050175,DOID:0050117,-0.640000
DOID:0050175,DOID:934,-0.800000
DOID:0050177,DOID:630,-0.800000
DOID:0050179,DOID:0050117,-0.640000
